id,codigo_producto,referencia,descripcion,subtipo_anterior,subtipo_nuevo
1042,06.5115.14,INFRA-STRUCTURE SUSPENSIÓN 10 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR  100MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1043,06.5115.40,INFRA-STRUCTURE SUSPENSIÓN 10 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR  100MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1044,06.5116.14,INFRA-STRUCTURE SUSPENSIÓN 30 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR  300MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1045,06.5116.40,INFRA-STRUCTURE SUSPENSIÓN 30 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR  300MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1046,06.5117.14,INFRA-STRUCTURE SUSPENSIÓN 40 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR  400MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1047,06.5117.40,INFRA-STRUCTURE SUSPENSIÓN 40 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR 400MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1048,06.5118.14,INFRA-STRUCTURE SUSPENSIÓN 70 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR  700MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1049,06.5118.40,INFRA-STRUCTURE SUSPENSIÓN 70 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR 700MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1050,06.5120.14,INFRA-STRUCTURE SUSPENSIÓN 10 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1051,06.5120.40,INFRA-STRUCTURE SUSPENSIÓN 10 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1052,06.5121.14,INFRA-STRUCTURE SUSPENSIÓN 30 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1053,06.5121.40,INFRA-STRUCTURE SUSPENSIÓN 30 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1054,06.5122.14,INFRA-STRUCTURE SUSPENSIÓN 40 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1055,06.5122.40,INFRA-STRUCTURE SUSPENSIÓN 40 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1056,06.5123.14,INFRA-STRUCTURE SUSPENSIÓN 70 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1057,06.5123.40,INFRA-STRUCTURE SUSPENSIÓN 70 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1058,06.5125.14,INFRA-STRUCTURE SUSPENSIÓN 10 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1059,06.5125.40,INFRA-STRUCTURE SUSPENSIÓN 10 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1060,06.5126.14,INFRA-STRUCTURE SUSPENSIÓN 30 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1061,06.5126.40,INFRA-STRUCTURE SUSPENSIÓN 30 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1062,06.5127.14,INFRA-STRUCTURE SUSPENSIÓN 40 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1063,06.5127.40,INFRA-STRUCTURE SUSPENSIÓN 40 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1064,06.5128.14,INFRA-STRUCTURE SUSPENSIÓN 70 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1065,06.5128.40,INFRA-STRUCTURE SUSPENSIÓN 70 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1066,06.5135.14,INFRA-STRUCTURE END CAP PERFIL DALI/1-10V BL,END CAP PERFIL TUBULAR ELECTROMEGNETICO 287MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DALI/1-10V DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1067,06.5135.40,INFRA-STRUCTURE END CAP PERFIL DALI/1-10V WH,END CAP PERFIL TUBULAR ELECTROMEGNETICO 287MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DALI/1-10V DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1068,06.5140.14,INFRA-STRUCTURE PERFIL 100 BL,PERFIL TUBULAR ELECTROMEGNETICO 1055MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1069,06.5140.40,INFRA-STRUCTURE PERFIL 100 WH,PERFIL TUBULAR ELECTROMEGNETICO 1055MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1070,06.5141.14,INFRA-STRUCTURE PERFIL 150 BL,PERFIL TUBULAR ELECTROMEGNETICO 1555MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1071,06.5141.40,INFRA-STRUCTURE PERFIL 150 WH,PERFIL TUBULAR ELECTROMEGNETICO 1555MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1072,06.5142.14,INFRA-STRUCTURE END CAP PERFIL BL,END CAP PERFIL TUBULAR ELECTROMEGNETICO 287MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1073,06.5142.40,INFRA-STRUCTURE END CAP PERFIL WH,END CAP PERFIL TUBULAR ELECTROMEGNETICO 287MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1074,06.5150.14,INFRA-STRUCTURE JOIN SUSPENSIÓN 10 BL,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1075,06.5150.40,INFRA-STRUCTURE JOIN SUSPENSIÓN 10 WH,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1076,06.5151.14,INFRA-STRUCTURE JOIN SUSPENSIÓN 30 BL,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1077,06.5151.40,INFRA-STRUCTURE JOIN SUSPENSIÓN 30 WH,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1078,06.5152.14,INFRA-STRUCTURE JOIN SUSPENSIÓN 40 BL,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1079,06.5152.40,INFRA-STRUCTURE JOIN SUSPENSIÓN 40 WH,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1080,06.5153.14,INFRA-STRUCTURE JOIN SUSPENSIÓN 70 BL,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1081,06.5153.40,INFRA-STRUCTURE JOIN SUSPENSIÓN 70 WH,VARILLA PARA UNIÓN CON SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1082,06.5155.14,INFRA-STRUCTURE SUSPENSIÓN 10 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1083,06.5155.40,INFRA-STRUCTURE SUSPENSIÓN 10 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 100MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1084,06.5156.14,INFRA-STRUCTURE SUSPENSIÓN 30 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1085,06.5156.40,INFRA-STRUCTURE SUSPENSIÓN 30 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 300MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1086,06.5157.14,INFRA-STRUCTURE SUSPENSIÓN 40 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1087,06.5157.40,INFRA-STRUCTURE SUSPENSIÓN 40 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 400MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1088,06.5158.14,INFRA-STRUCTURE SUSPENSIÓN 70 BL,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1089,06.5158.40,INFRA-STRUCTURE SUSPENSIÓN 70 WH,VARILLA PARA SUSPENSIÓN DE PERFIL TUBULAR CON ALIMENTACIÓN 700MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1090,06.5300.14,JOIN SUSPENSIÓN ELECTRICA 24V BL,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1091,06.5300.1A,JOIN SUSPENSIÓN ELECTRICA 24V AD,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO ANODIZADO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1092,06.5300.40,JOIN SUSPENSIÓN ELECTRICA 24V WH,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1093,06.5300.CZ,JOIN SUSPENSIÓN ELECTRICA 24V BZ,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BRONCE,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1094,06.5301.14,JOIN SUSPENSIÓN BL,ARTICULACIÓN DE SUSPENSIÓN NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1095,06.5301.1A,JOIN SUSPENSIÓN AD,ARTICULACIÓN DE SUSPENSIÓN ANODIZADO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1096,06.5301.40,JOIN SUSPENSIÓN WH,ARTICULACIÓN DE SUSPENSIÓN BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1097,06.5301.CZ,JOIN SUSPENSIÓN BZ,ARTICULACIÓN DE SUSPENSIÓN BRONCE,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1098,06.5302.14,JOIN SUSPENSIÓN ELECTRICA 24V BL,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1099,06.5302.1A,JOIN SUSPENSIÓN ELECTRICA 24V AD,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO ANODIZADO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1100,06.5302.40,JOIN SUSPENSIÓN ELECTRICA 24V WH,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1101,06.5302.CZ,JOIN SUSPENSIÓN ELECTRICA 24V BZ,ARTICULACIÓN DE SUSPENSIÓN ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BRONCE,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1102,06.5304.14,JOIN SOBREPONER ELECTRICA 24V BL,ARTICULACIÓN DE SOBREPONER ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1103,06.5304.1A,JOIN SOBREPONER ELECTRICA 24V AD,ARTICULACIÓN DE SOBREPONER ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO ANODIZADO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1104,06.5304.40,JOIN SOBREPONER ELECTRICA 24V WH,ARTICULACIÓN DE SOBREPONER ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1105,06.5304.CZ,JOIN SOBREPONER ELECTRICA 24V BZ,ARTICULACIÓN DE SOBREPONER ELECTRICA 24V INTERIOR BASE DE EMPOTRAR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BRONCE,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1106,06.5305.14,JOIN SOBREPONER BL,ARTICULACIÓN DE SOBREPONER INTERIOR BASE DE EMPOTRAR NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1107,06.5305.1A,JOIN SOBREPONER AD,ARTICULACIÓN DE SOBREPONER INTERIOR BASE DE EMPOTRAR ANODIZADO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1108,06.5305.40,JOIN SOBREPONER WH,ARTICULACIÓN DE SOBREPONER INTERIOR BASE DE EMPOTRAR BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1109,06.5305.CZ,JOIN SOBREPONER BZ,ARTICULACIÓN DE SOBREPONER INTERIOR BASE DE EMPOTRAR BRONCE,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1110,06.5306.14,JOIN EMPOTRAR ELECTRICA 24V BL,ARTICULACIÓN DE EMPOTRAR ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1111,06.5306.1A,JOIN EMPOTRAR ELECTRICA 24V AD,ARTICULACIÓN DE EMPOTRAR ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO ANODIZADO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1112,06.5306.40,JOIN EMPOTRAR ELECTRICA 24V WH,ARTICULACIÓN DE EMPOTRAR ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1113,06.5306.CZ,JOIN EMPOTRAR ELECTRICA 24V CZ,ARTICULACIÓN DE EMPOTRAR ELECTRICA 24V INTERIOR 50/60Hz DIM 0-10V/DALI DRIVER REMOTO BRONCE,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1114,06.6000.14,MICRO RUNNING MAGNET RECESSED 1M,PERFIL MICRO MAGNETICO PARA INTERIOR DE EMPOTRAR EN TECHO/PAREDES LONGITUD 100CM 24V ACABADO NEGRO IP20,TRACK,RIEL
1115,06.6002.14,MICRO RUNNING MAGNET RECESSED 2M,PERFIL MICRO MAGNETICO PARA INTERIOR DE EMPOTRAR EN TECHO/PAREDES LONGITUD 200CM 24V ACABADO NEGRO IP20,TRACK,RIEL
1116,06.6004.14,MICRO RUNNING MAGNET RECESSED 3M,PERFIL MICRO MAGNETICO PARA INTERIOR DE EMPOTRAR EN TECHO/PAREDES LONGITUD 300CM 24V ACABADO NEGRO IP20,TRACK,RIEL
1117,06.6010.14,MICRO RUNNING MAGNET SURFACE 1M,PERFIL MICRO MAGNETICO PARA INTERIOR DE SOBREPONER O DESCOLGAR EN TECHO/PAREDES LONGITUD 100CM 24V ACABADO NEGRO IP20,TRACK,RIEL
1119,06.6012.14,MICRO RUNNING MAGNET SURFACE 2M,THE MICRO RUNNING MAGNET SURFACE PROFILE - PERFIL MAGNÉTICO SOBREPONER 2000MM MAX 120W 24V 50/60HZ NEGRO IP20,TRACK,RIEL
1123,06.6034.14,ALIMENTADOR ELECT MICRO RUNNING BL,THE MICRO RUNNING MAGNET SURFACE PROFILE - PERFIL ELECTROMECÁNICO SOBREPONER 3000MM MAX 120W 24V NEGRO IP20,TRACK,RIEL
1125,06.6035.14,UNION ELECT MICRO RUNNING BL,UNIÓN ELECT PARA RIEL MIRCO RUNNING MAGNET COLOR NEGRO,TRACK,RIEL
1126,06.6036.14,TAPA FINAL MICRO RUNNING BL,TAPA FINAL PARA RIEL MIRCO RUNNING MAGNET COLOR NEGRO,TRACK,RIEL
1199,08.0030,08.0030,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1200,08.0031.00,08.0031.00,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1201,08.0032.00,ACCESORIO INTALACIÓN D110MM,ACCESORIO DE INSTALACIÓN PARA MARCAR PUNTOS DE FIJACIÓN DE LAS VARILLAS,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1202,08.0033.00,ACCESORIO INTALACIÓN D160MM,ACCESORIO DE INSTALACIÓN PARA MARCAR PUNTOS DE FIJACIÓN DE LAS VARILLAS,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1203,08.0131.29,ACC. ENDCAP IN-FINITY 25 WH,TAPAS FINALES PARA LUMINARIA DE SUSPENSION 25MM,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1204,08.0131.40,ACC. ENDCAP IN-FINITY 25 WH,TAPAS FINALES PARA LUMINARIA DE SUSPENSION 25MM,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1206,08.0166.00,08.0166.00,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1208,08.0361.00,08.0361.00,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1211,08.0510.00,MARCO DE PRE-INSTALACIÓN,,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1212,08.0511.00,ACC.FRAME NO TRIM 4L,,ACCESORIOS,ACCESORIO
1213,08.0512.00,CAJA DE INSTALACIÓN LIGHT SHADOW,CAJA DE INSTALACION PARA LUMINARIA LIGHT SHADOW 293 x 47 x 45MM,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1214,08.0513.00,MARCO PREINSTALACION LIGHT SHADOW,ACC.FRAME NO TRIM 12L LIGHT SHADOW FIXED,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1215,08.0515.00,MARCO DE PRE-INSTALACIÓN,MARCO DE PRE-INSTALACIÓN  LIGHT SHADOW ADJ NT 2 SPOTS,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1216,08.0516.00,MARCO LIGHT SHADOW,MARCO DE PREINSTALACIÓN PARA LIGHT SHADOW EMPOTRADO EN EL TECHO,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1219,08.0580.00,MARCO DE PRE-INSTALACIÓN,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1221,08.0611.14,THE TRACKING MAGNET CONECTOR INICIAL,,ACCESORIOS PERFIL,ACCESORIO PERFIL
1222,08.0612.14,THE TRACKING MAGNET CONECTOR INTERMEDIO,,ACCESORIOS PERFIL,ACCESORIO PERFIL
1223,08.0613.14A,DIMMABLE CONTROL BOX 1-10V 48V,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1224,08.0614.14,THE TRACKING MAGNET CONECTOR CORNER,,ACCESORIOS RIEL,ACCESORIO DE RIEL
1226,08.0616.00,KIT SUSPENSION,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1228,08.8081.00,MARCO DE PRE-INSTALACIÓN,ACCESORIO PREMARCO PEQ 2L BATTERY NO TRIM,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1229,08.8082.00,MARCO DE PRE-INSTALACIÓN BATTERY 3L,ACCESORIO PREMARCO PEQ 3L BATTERY NO TRIM,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1230,08.8155.00,08.8155.00,MARCO DE INSTALACIÓN NO TRIM,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1231,08.8246.00,CAJA DE INSTALACION MINI BOX,ACCESORIO EMPOTRAMIENTO EN PARED TRIM/NO TRIM MINI BOX,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1232,08.8251.00,MARCO DE INSTALACIÓN NO TRIM,ACCESORIO PREMARCO KAP WW,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1233,08.8261.00,CAJA DE INSTALACION GIANO D.100,ACCESORIO DE INSTALACIÓN EN HORMIGÓN ø100,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1234,08.8422.00,08.8422.00,ACCESORIO HORNACINA G-O OUTDOOR,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1235,08.8423.00,08.8423.00,ACC. CAN THEBLOCKOFLIGHT OUTDOOR,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1237,08.8439.14,THE TRACKING POWER ADJUSTABLE KIT 2 UNIT,KIT DE TECHO ADJUSTABLE POR 2 UNIDADES,TRACKS,RIEL
1240,08.8572.14C1V,ACCENT BL LED 12x3W 3K C9 BL,LUM SPOTS LED INTERIOR DE CIRCLE OF LIGHT 12x3W OPTICA SIMETRICA 44º 3000K  90CRI NEGRO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1248,08.8634.00,CABLE SUSPENSION 4M TRANCKING,ACC SUSPENSION TRACKING MG CABLE ACERO 4M,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1251,08.8705.30,LIGHT CUT MINI ENDCAP CHANNEL 70 INST 70,,SYSTEMS,SYSTEM
1252,08.8720.30,LIGHT CUT MINI PROFILE 2 UNIT KIT/1000MM 70-140 INST,LIGHT CUT MINI 2X1M BLANCO 2 PERFILES 1M,SYSTEMS,SYSTEM
